"Flop:  [A♠, Q♥, 10♦]",2021-11-06 14:22:59.576,163620857957600,2021-11-06
"Flop:  [A♦, 8♥, 8♠]",2021-11-06 14:25:13.604,163620871360400,2021-11-06
"Flop:  [6♣, 4♦, A♠]",2021-11-06 14:26:58.947,163620881894700,2021-11-06
"Flop:  [9♣, 6♣, 5♦]",2021-11-06 14:28:19.087,163620889908700,2021-11-06
"Flop:  [7♠, 4♠, 6♥]",2021-11-06 14:31:58.856,163620911885600,2021-11-06
"Flop:  [8♦, 10♦, 4♥]",2021-11-06 14:35:36.226,163620933622600,2021-11-06
"Flop:  [8♣, 10♥, 9♠]",2021-11-06 14:37:11.016,163620943101600,2021-11-06
"Flop:  [Q♠, 7♦, A♠]",2021-11-06 14:39:03.821,163620954382100,2021-11-06
"Flop:  [8♥, 9♠, 10♠]",2021-11-06 14:40:09.669,163620960966900,2021-11-06
"Flop:  [2♠, K♦, 4♠]",2021-11-06 14:41:31.927,163620969192700,2021-11-06
"Flop:  [10♣, 2♠, 8♣]",2021-11-06 14:43:07.862,163620978786200,2021-11-06
"Flop:  [9♠, 6♥, 7♣]",2021-11-06 14:44:47.928,163620988792800,2021-11-06
"Flop:  [8♥, 9♠, 7♠]",2021-11-06 14:46:42.510,163621000251000,2021-11-06
"Flop:  [2♥, 10♣, J♥]",2021-11-06 14:47:49.413,163621006941300,2021-11-06
"Flop:  [3♦, 8♦, J♣]",2021-11-06 14:49:38.190,163621017819000,2021-11-06
"Flop:  [5♠, 2♥, 2♠]",2021-11-06 14:53:23.029,163621040302900,2021-11-06
"Flop:  [Q♣, 4♣, J♥]",2021-11-06 14:55:16.000,163621051600000,2021-11-06
"Flop:  [3♥, 8♠, 5♦]",2021-11-06 14:56:59.448,163621061944800,2021-11-06
"Flop:  [8♠, Q♦, 10♠]",2021-11-06 14:58:40.187,163621072018700,2021-11-06
"Flop:  [4♣, K♦, 3♣]",2021-11-06 14:59:53.243,163621079324300,2021-11-06
"Flop:  [J♥, 2♦, 10♣]",2021-11-06 15:01:19.080,163621087908000,2021-11-06
"Flop:  [9♠, 5♥, 9♦]",2021-11-06 15:04:44.849,163621108484900,2021-11-06
"Flop:  [K♠, J♥, 6♠]",2021-11-06 15:05:32.044,163621113204400,2021-11-06
"Flop:  [8♣, Q♣, 5♠]",2021-11-06 15:06:36.126,163621119612600,2021-11-06
"Flop:  [8♣, Q♣, J♥]",2021-11-06 15:08:33.291,163621131329100,2021-11-06
"Flop:  [3♠, 4♦, 7♦]",2021-11-06 15:09:59.838,163621139983800,2021-11-06
"Flop:  [10♣, Q♥, Q♠]",2021-11-06 15:11:00.725,163621146072500,2021-11-06
"Flop:  [K♠, K♥, 5♠]",2021-11-06 15:13:44.292,163621162429200,2021-11-06
"Flop:  [10♠, 3♠, 2♣]",2021-11-06 15:15:14.907,163621171490700,2021-11-06
"Flop:  [5♣, 6♠, A♣]",2021-11-06 15:16:39.450,163621179945000,2021-11-06
"Flop:  [A♦, J♥, 6♣]",2021-11-06 15:18:24.762,163621190476200,2021-11-06
"Flop:  [K♣, 10♥, J♣]",2021-11-06 15:19:31.900,163621197190000,2021-11-06
"Flop:  [9♥, 2♣, 3♦]",2021-11-06 15:21:21.530,163621208153000,2021-11-06
"Flop:  [4♠, 7♦, A♣]",2021-11-06 15:23:06.455,163621218645500,2021-11-06
"Flop:  [10♣, 7♣, K♠]",2021-11-06 15:25:36.488,163621233648800,2021-11-06
"Flop:  [Q♣, 3♦, 5♥]",2021-11-06 15:30:15.222,163621261522200,2021-11-06
"Flop:  [Q♦, 10♦, A♠]",2021-11-06 15:31:34.142,163621269414200,2021-11-06
"Flop:  [7♥, 3♠, 3♥]",2021-11-06 15:33:27.629,163621280762900,2021-11-06
"Flop:  [6♥, 4♦, 7♣]",2021-11-06 15:36:03.369,163621296336900,2021-11-06
"Flop:  [4♠, 2♣, Q♠]",2021-11-06 15:37:24.883,163621304488300,2021-11-06
"Flop:  [10♦, 3♣, 4♠]",2021-11-06 15:38:46.902,163621312690200,2021-11-06
"Flop:  [J♦, Q♦, Q♥]",2021-11-06 15:39:54.514,163621319451400,2021-11-06
"Flop:  [7♠, 9♠, 9♥]",2021-11-06 15:41:47.702,163621330770200,2021-11-06
"Flop:  [4♣, J♣, 5♠]",2021-11-06 15:43:22.182,163621340218200,2021-11-06
"Flop:  [10♣, A♥, 6♥]",2021-11-06 15:44:07.846,163621344784600,2021-11-06
"Flop:  [8♣, Q♠, 10♥]",2021-11-06 15:45:34.966,163621353496600,2021-11-06
"Flop:  [6♠, 4♠, 10♠]",2021-11-06 15:46:15.895,163621357589500,2021-11-06
"Flop:  [7♦, 3♥, 4♦]",2021-11-06 15:47:16.509,163621363650900,2021-11-06
"Flop:  [9♠, 6♦, 8♥]",2021-11-06 15:49:49.002,163621378900200,2021-11-06
"Flop:  [K♠, 3♦, 6♠]",2021-11-06 15:52:12.139,163621393213900,2021-11-06
"Flop:  [7♦, 9♦, 7♣]",2021-11-06 15:55:20.807,163621412080700,2021-11-06
"Flop:  [A♠, K♦, 4♣]",2021-11-06 15:57:15.793,163621423579300,2021-11-06
"Flop:  [10♣, K♦, 2♦]",2021-11-06 15:59:08.430,163621434843000,2021-11-06
"Flop:  [K♥, 7♠, 4♠]",2021-11-06 16:04:21.109,163621466110900,2021-11-06
"Flop:  [J♦, 2♣, 9♦]",2021-11-06 16:06:13.730,163621477373000,2021-11-06
"Flop:  [10♦, J♦, 3♦]",2021-11-06 16:07:59.236,163621487923600,2021-11-06
"Flop:  [4♥, K♣, 3♦]",2021-11-06 16:09:36.330,163621497633000,2021-11-06
"Flop:  [6♥, 9♣, 10♠]",2021-11-06 16:12:59.567,163621517956700,2021-11-06
"Flop:  [A♥, 2♠, Q♥]",2021-11-06 16:15:07.379,163621530737900,2021-11-06
"Flop:  [10♦, 5♦, 6♠]",2021-11-06 16:16:04.780,163621536478000,2021-11-06
"Flop:  [8♥, 8♣, 10♦]",2021-11-06 16:16:48.174,163621540817400,2021-11-06
"Flop:  [6♥, 9♣, K♣]",2021-11-06 16:18:42.598,163621552259800,2021-11-06
"Flop:  [4♦, 2♦, 9♣]",2021-11-06 16:20:39.681,163621563968100,2021-11-06
"Flop:  [8♦, K♥, J♥]",2021-11-06 16:22:26.953,163621574695300,2021-11-06
"Flop:  [10♦, 5♦, 10♠]",2021-11-06 16:23:40.036,163621582003600,2021-11-06
"Flop:  [2♣, 4♦, A♥]",2021-11-06 16:24:53.428,163621589342800,2021-11-06
"Flop:  [2♥, 3♥, 9♦]",2021-11-06 16:26:02.163,163621596216300,2021-11-06
"Flop:  [K♦, 9♥, J♠]",2021-11-06 16:27:25.571,163621604557100,2021-11-06
"Flop:  [Q♦, 2♥, 5♦]",2021-11-06 16:28:52.370,163621613237000,2021-11-06
"Flop:  [4♥, 8♥, 6♥]",2021-11-06 16:30:56.652,163621625665200,2021-11-06
"Flop:  [Q♠, J♠, 4♣]",2021-11-06 16:32:39.620,163621635962000,2021-11-06
"Flop:  [5♣, 8♠, 5♦]",2021-11-06 16:33:59.243,163621643924300,2021-11-06
"Flop:  [10♣, K♣, 8♦]",2021-11-06 16:36:07.949,163621656794900,2021-11-06
"Flop:  [K♥, 9♣, 10♠]",2021-11-06 16:38:22.751,163621670275100,2021-11-06
"Flop:  [7♦, 8♣, A♠]",2021-11-06 16:39:50.611,163621679061100,2021-11-06
"Flop:  [A♣, J♦, 3♣]",2021-11-06 16:41:39.633,163621689963300,2021-11-06
"Flop:  [5♦, K♦, 5♠]",2021-11-06 16:44:01.971,163621704197100,2021-11-06
"Flop:  [4♠, J♦, 5♥]",2021-11-06 16:46:43.042,163621720304200,2021-11-06
"Flop:  [5♥, A♠, A♥]",2021-11-06 16:47:53.158,163621727315800,2021-11-06
"Flop:  [3♣, 9♥, Q♦]",2021-11-06 16:50:01.604,163621740160400,2021-11-06
"Flop:  [8♥, A♥, Q♠]",2021-11-06 16:51:19.281,163621747928100,2021-11-06
"Flop:  [10♥, 4♠, 7♣]",2021-11-06 16:52:42.989,163621756298900,2021-11-06
"Flop:  [3♥, 2♠, 9♠]",2021-11-06 16:54:36.198,163621767619800,2021-11-06
"Flop:  [3♣, K♠, 3♦]",2021-11-06 16:56:25.384,163621778538400,2021-11-06
"Flop:  [6♦, 7♦, 10♣]",2021-11-06 16:57:25.604,163621784560400,2021-11-06
"Flop:  [7♠, 3♠, K♦]",2021-11-06 16:59:28.233,163621796823300,2021-11-06
"Flop:  [4♦, 10♠, 3♠]",2021-11-06 17:02:10.603,163621813060300,2021-11-06
"Flop:  [8♦, 8♠, 3♦]",2021-11-06 17:03:44.071,163621822407100,2021-11-06
"Flop:  [2♦, J♣, 7♣]",2021-11-06 17:05:45.914,163621834591400,2021-11-06
"Flop:  [6♣, 5♣, 5♥]",2021-11-06 17:06:35.519,163621839551900,2021-11-06
"Flop:  [4♣, 5♠, Q♦]",2021-11-06 17:09:35.737,163621857573700,2021-11-06
"Flop:  [Q♣, 6♦, 3♥]",2021-11-06 17:10:59.666,163621865966600,2021-11-06
"Flop:  [Q♠, 10♠, 9♠]",2021-11-06 17:13:45.433,163621882543300,2021-11-06
"Flop:  [5♣, 5♥, 8♦]",2021-11-06 17:15:45.061,163621894506100,2021-11-06
"Flop:  [A♠, 10♣, 3♦]",2021-11-06 17:16:33.522,163621899352200,2021-11-06
"Flop:  [10♦, A♥, 5♣]",2021-11-06 17:17:40.276,163621906027600,2021-11-06
"Flop:  [10♦, 10♣, 6♠]",2021-11-06 17:18:54.723,163621913472300,2021-11-06
"Flop:  [3♠, J♦, A♥]",2021-11-06 17:20:15.765,163621921576500,2021-11-06
"Flop:  [6♥, J♠, 6♣]",2021-11-06 17:21:31.816,163621929181600,2021-11-06
"Flop:  [5♥, 8♠, Q♣]",2021-11-06 17:23:51.275,163621943127500,2021-11-06
"Flop:  [2♥, 10♠, 4♠]",2021-11-06 17:25:44.981,163621954498100,2021-11-06
"Flop:  [10♣, 6♥, Q♣]",2021-11-06 17:27:25.279,163621964527900,2021-11-06
"Flop:  [J♥, Q♦, 4♣]",2021-11-06 17:28:11.800,163621969180000,2021-11-06
"Flop:  [A♥, 7♣, J♣]",2021-11-06 17:29:55.438,163621979543800,2021-11-06
"Flop:  [2♥, 4♥, 6♦]",2021-11-06 17:32:52.551,163621997255100,2021-11-06
"Flop:  [4♥, J♠, 5♣]",2021-11-06 17:34:01.620,163622004162000,2021-11-06
"Flop:  [2♦, 9♥, 4♠]",2021-11-06 17:35:38.806,163622013880600,2021-11-06
"Flop:  [A♦, 6♦, J♦]",2021-11-06 17:38:10.306,163622029030600,2021-11-06
"Flop:  [Q♦, 5♠, 6♦]",2021-11-06 17:40:31.630,163622043163000,2021-11-06
"Flop:  [9♣, 5♥, A♦]",2021-11-06 17:42:39.478,163622055947800,2021-11-06
"Flop:  [6♠, 2♠, 10♥]",2021-11-06 17:45:13.355,163622071335500,2021-11-06
"Flop:  [K♠, 9♠, 7♥]",2021-11-06 17:46:24.066,163622078406600,2021-11-06
"Flop:  [K♦, 6♦, Q♣]",2021-11-06 17:47:55.729,163622087572900,2021-11-06
"Flop:  [4♠, 10♦, J♥]",2021-11-06 17:51:11.883,163622107188300,2021-11-06
"Flop:  [K♠, 10♣, 8♥]",2021-11-06 17:52:52.043,163622117204300,2021-11-06
"Flop:  [J♥, 7♥, 9♦]",2021-11-06 17:54:16.553,163622125655300,2021-11-06
"Flop:  [2♣, 10♠, 2♦]",2021-11-06 17:56:01.532,163622136153200,2021-11-06
"Flop:  [9♠, 5♠, 4♠]",2021-11-06 17:57:43.472,163622146347200,2021-11-06
"Flop:  [A♥, A♣, 9♣]",2021-11-06 17:59:05.038,163622154503800,2021-11-06
"Flop:  [3♦, 5♦, K♠]",2021-11-06 18:00:13.024,163622161302400,2021-11-06
"Flop:  [3♦, Q♦, 6♦]",2021-11-06 18:01:32.572,163622169257200,2021-11-06
"Flop:  [7♦, 2♥, 9♠]",2021-11-06 18:03:24.175,163622180417500,2021-11-06
"Flop:  [10♦, 5♦, Q♥]",2021-11-06 18:05:15.495,163622191549500,2021-11-06
"Flop:  [8♣, Q♥, 4♥]",2021-11-06 18:07:17.082,163622203708200,2021-11-06
"Flop:  [4♥, 6♣, 2♣]",2021-11-06 18:11:13.569,163622227356900,2021-11-06
"Flop:  [5♦, K♣, J♦]",2021-11-06 18:12:40.150,163622236015000,2021-11-06
"Flop:  [3♣, 9♣, K♦]",2021-11-06 18:14:41.156,163622248115600,2021-11-06
"Flop:  [7♣, 7♠, J♣]",2021-11-06 18:18:20.132,163622270013200,2021-11-06
"Flop:  [2♣, K♠, 6♥]",2021-11-06 18:19:19.054,163622275905400,2021-11-06
"Flop:  [7♥, 5♠, K♠]",2021-11-06 18:20:14.632,163622281463200,2021-11-06
"Flop:  [6♠, 4♦, A♥]",2021-11-06 18:22:21.791,163622294179100,2021-11-06
"Flop:  [3♥, 7♠, 8♣]",2021-11-06 18:23:31.424,163622301142400,2021-11-06
"Flop:  [A♥, Q♦, 10♥]",2021-11-06 18:25:26.791,163622312679100,2021-11-06
"Flop:  [J♦, 3♠, J♣]",2021-11-06 18:26:53.049,163622321304900,2021-11-06
"Flop:  [4♦, 2♠, 8♣]",2021-11-06 18:27:39.298,163622325929800,2021-11-06
"Flop:  [4♣, J♣, 2♥]",2021-11-06 18:29:23.025,163622336302500,2021-11-06
"Flop:  [9♥, 10♠, 8♥]",2021-11-06 18:31:00.984,163622346098400,2021-11-06
"Flop:  [10♣, 7♠, 5♣]",2021-11-06 18:32:18.070,163622353807000,2021-11-06
"Flop:  [8♠, A♣, Q♥]",2021-11-06 18:34:46.335,163622368633500,2021-11-06
"Flop:  [8♥, 3♣, Q♥]",2021-11-06 18:37:39.651,163622385965100,2021-11-06
"Flop:  [K♦, Q♠, 2♦]",2021-11-06 18:38:56.885,163622393688500,2021-11-06
"Flop:  [3♦, 3♣, K♥]",2021-11-06 18:40:02.845,163622400284500,2021-11-06
"Flop:  [10♦, 4♣, A♥]",2021-11-06 18:40:59.880,163622405988000,2021-11-06
"Flop:  [Q♥, K♦, 2♠]",2021-11-06 18:42:41.154,163622416115400,2021-11-06
"Flop:  [7♠, K♥, 3♦]",2021-11-06 18:44:04.130,163622424413000,2021-11-06
"Flop:  [5♥, J♦, 9♠]",2021-11-06 18:44:49.395,163622428939500,2021-11-06
"Flop:  [A♠, K♣, 3♥]",2021-11-06 18:46:17.331,163622437733100,2021-11-06
"Flop:  [6♦, 9♦, 5♠]",2021-11-06 18:47:38.404,163622445840400,2021-11-06
"Flop:  [Q♥, K♣, 9♥]",2021-11-06 18:48:46.779,163622452677900,2021-11-06
"Flop:  [6♦, 8♣, A♦]",2021-11-06 18:49:58.861,163622459886100,2021-11-06
"Flop:  [7♣, Q♦, 8♠]",2021-11-06 18:51:19.521,163622467952100,2021-11-06
"Flop:  [A♣, 8♣, 7♣]",2021-11-06 18:52:49.443,163622476944300,2021-11-06
"Flop:  [K♥, 4♠, 3♥]",2021-11-06 18:53:48.957,163622482895700,2021-11-06
"Flop:  [A♥, A♦, 3♠]",2021-11-06 18:54:46.588,163622488658800,2021-11-06
"Flop:  [9♣, 8♥, J♣]",2021-11-06 18:56:34.485,163622499448500,2021-11-06
"Flop:  [K♣, Q♦, 2♦]",2021-11-06 18:57:55.225,163622507522500,2021-11-06
"Flop:  [5♠, 3♥, Q♥]",2021-11-06 18:59:11.370,163622515137000,2021-11-06
"Flop:  [4♣, 3♠, 5♠]",2021-11-06 19:00:04.840,163622520484000,2021-11-06
"Flop:  [J♠, 9♠, A♣]",2021-11-06 19:01:47.424,163622530742400,2021-11-06
"Flop:  [K♥, 4♠, 8♥]",2021-11-06 19:03:04.382,163622538438200,2021-11-06
"Flop:  [2♠, J♠, 3♥]",2021-11-06 19:04:18.076,163622545807600,2021-11-06
"Flop:  [Q♦, 2♠, 5♦]",2021-11-06 19:05:34.804,163622553480400,2021-11-06
"Flop:  [6♣, A♦, 4♠]",2021-11-06 19:07:29.336,163622564933600,2021-11-06
"Flop:  [6♦, K♦, 4♦]",2021-11-06 19:08:39.655,163622571965500,2021-11-06
"Flop:  [8♠, 2♥, 9♦]",2021-11-06 19:09:54.903,163622579490300,2021-11-06
"Flop:  [4♣, J♠, 10♣]",2021-11-06 19:10:51.445,163622585144500,2021-11-06
"Flop:  [A♥, 2♠, 8♥]",2021-11-06 19:12:35.549,163622595554900,2021-11-06
"Flop:  [K♠, 7♦, 8♠]",2021-11-06 19:14:00.649,163622604064900,2021-11-06
"Flop:  [A♦, K♠, Q♠]",2021-11-06 19:15:35.372,163622613537200,2021-11-06
"Flop:  [4♦, 2♦, 10♥]",2021-11-06 19:16:19.183,163622617918300,2021-11-06
"Flop:  [K♦, Q♥, 8♠]",2021-11-06 19:16:59.640,163622621964000,2021-11-06
"Flop:  [A♣, 4♥, Q♥]",2021-11-06 19:17:55.819,163622627581900,2021-11-06
"Flop:  [5♠, Q♥, J♥]",2021-11-06 19:18:43.674,163622632367400,2021-11-06
"Flop:  [Q♥, 4♥, Q♠]",2021-11-06 19:19:27.126,163622636712600,2021-11-06
"Flop:  [5♠, 4♠, 7♣]",2021-11-06 19:20:10.239,163622641023900,2021-11-06
"Flop:  [K♠, 6♦, 4♥]",2021-11-06 19:20:41.825,163622644182500,2021-11-06
"Flop:  [7♥, 6♣, A♠]",2021-11-06 19:21:50.469,163622651046900,2021-11-06
"Flop:  [K♦, 2♥, K♣]",2021-11-06 19:22:34.260,163622655426000,2021-11-06
"Flop:  [2♣, 6♣, Q♥]",2021-11-06 19:23:13.726,163622659372600,2021-11-06
"Flop:  [Q♠, 2♣, 10♦]",2021-11-06 19:23:59.149,163622663914900,2021-11-06
"Flop:  [3♠, 6♥, 5♣]",2021-11-06 19:24:32.687,163622667268700,2021-11-06
"Flop:  [5♠, A♥, 2♠]",2021-11-06 19:25:04.989,163622670498900,2021-11-06
"Flop:  [K♦, 9♣, 6♠]",2021-11-06 19:25:34.265,163622673426500,2021-11-06
"Flop:  [10♦, J♦, 7♥]",2021-11-06 19:26:08.168,163622676816800,2021-11-06
"Flop:  [K♥, 5♦, 7♠]",2021-11-06 19:27:14.317,163622683431700,2021-11-06
"Flop:  [3♣, K♥, 4♠]",2021-11-06 19:27:46.525,163622686652500,2021-11-06
"Flop:  [10♠, 10♣, K♣]",2021-11-06 19:28:38.918,163622691891800,2021-11-06
"Flop:  [J♣, 7♦, 4♦]",2021-11-06 19:29:14.876,163622695487600,2021-11-06
"Flop:  [9♦, 5♣, 7♣]",2021-11-06 19:29:38.472,163622697847200,2021-11-06
"Flop:  [7♥, Q♠, K♦]",2021-11-06 19:30:12.500,163622701250000,2021-11-06
"Flop:  [3♣, 8♦, 5♦]",2021-11-06 19:30:47.964,163622704796400,2021-11-06
"Flop:  [K♠, 3♣, 10♥]",2021-11-06 19:31:21.057,163622708105700,2021-11-06
"Flop:  [7♣, 8♦, K♥]",2021-11-13 12:05:45.182,163680514518200,2021-11-13
"Flop:  [7♠, 6♠, J♥]",2021-11-13 12:07:08.253,163680522825300,2021-11-13
"Flop:  [K♦, 3♣, Q♥]",2021-11-13 12:07:59.765,163680527976500,2021-11-13
"Flop:  [9♦, 8♦, K♠]",2021-11-13 12:08:43.535,163680532353500,2021-11-13
"Flop:  [9♣, 9♠, 10♦]",2021-11-13 12:09:30.964,163680537096400,2021-11-13
"Flop:  [4♣, Q♦, 10♣]",2021-11-13 12:11:37.499,163680549749900,2021-11-13
"Flop:  [8♦, 7♣, 3♦]",2021-11-13 12:12:39.551,163680555955100,2021-11-13
"Flop:  [K♣, 2♠, 6♦]",2021-11-13 12:13:54.804,163680563480400,2021-11-13
"Flop:  [J♠, 3♦, 9♥]",2021-11-13 12:15:23.521,163680572352100,2021-11-13
"Flop:  [Q♥, 9♦, 6♣]",2021-11-13 12:16:49.996,163680580999600,2021-11-13
"Flop:  [J♥, A♠, 2♥]",2021-11-13 12:18:11.484,163680589148400,2021-11-13
"Flop:  [J♣, 9♦, 10♦]",2021-11-13 12:19:07.352,163680594735200,2021-11-13
"Flop:  [3♥, 9♦, A♣]",2021-11-13 12:20:13.509,163680601350900,2021-11-13
"Flop:  [8♥, 6♦, 4♣]",2021-11-13 12:20:53.033,163680605303300,2021-11-13
"Flop:  [3♠, A♠, Q♦]",2021-11-13 12:22:08.084,163680612808400,2021-11-13
"Flop:  [3♦, Q♣, 5♦]",2021-11-13 12:22:53.534,163680617353400,2021-11-13
"Flop:  [A♥, 9♥, 10♥]",2021-11-13 12:23:48.092,163680622809200,2021-11-13
"Flop:  [K♠, 2♥, 2♦]",2021-11-13 12:24:55.556,163680629555600,2021-11-13
"Flop:  [5♦, J♥, 5♣]",2021-11-13 12:27:37.791,163680645779100,2021-11-13
"Flop:  [A♣, 4♣, 4♦]",2021-11-13 12:28:38.610,163680651861000,2021-11-13
"Flop:  [6♣, 6♠, 2♥]",2021-11-13 12:29:32.885,163680657288500,2021-11-13
"Flop:  [6♣, A♥, 6♦]",2021-11-13 12:31:16.577,163680667657700,2021-11-13
"Flop:  [4♣, Q♦, K♥]",2021-11-13 12:32:55.279,163680677527900,2021-11-13
"Flop:  [7♠, 5♥, 10♦]",2021-11-13 12:33:40.709,163680682070900,2021-11-13
"Flop:  [6♠, 6♥, 5♦]",2021-11-13 12:34:54.965,163680689496500,2021-11-13
"Flop:  [K♦, 8♠, Q♦]",2021-11-13 12:35:48.307,163680694830700,2021-11-13
"Flop:  [K♥, 3♦, A♦]",2021-11-13 12:36:51.913,163680701191300,2021-11-13
"Flop:  [10♥, 9♥, 6♦]",2021-11-13 12:37:52.393,163680707239300,2021-11-13
"Flop:  [A♠, 6♦, A♣]",2021-11-13 12:39:06.481,163680714648100,2021-11-13
"Flop:  [10♥, A♠, 7♥]",2021-11-13 12:40:04.911,163680720491100,2021-11-13
"Flop:  [7♣, Q♥, Q♠]",2021-11-13 12:41:29.624,163680728962400,2021-11-13
"Flop:  [5♣, 3♥, 10♣]",2021-11-13 12:42:45.901,163680736590100,2021-11-13
"Flop:  [3♠, 4♣, 6♦]",2021-11-13 12:43:56.158,163680743615800,2021-11-13
"Flop:  [Q♥, J♥, 7♠]",2021-11-13 12:44:57.630,163680749763000,2021-11-13
"Flop:  [9♠, 8♦, 5♠]",2021-11-13 12:45:52.886,163680755288600,2021-11-13
"Flop:  [4♥, 3♣, 2♠]",2021-11-13 12:46:43.526,163680760352600,2021-11-13
"Flop:  [9♦, Q♦, Q♠]",2021-11-13 12:47:45.169,163680766516900,2021-11-13
"Flop:  [Q♠, 9♥, K♥]",2021-11-13 12:48:48.354,163680772835400,2021-11-13
"Flop:  [5♠, 6♠, 10♦]",2021-11-13 12:49:25.383,163680776538300,2021-11-13
"Flop:  [7♦, 8♥, K♥]",2021-11-13 12:50:25.677,163680782567700,2021-11-13
"Flop:  [J♥, 8♣, A♠]",2021-11-13 12:51:19.832,163680787983200,2021-11-13
"Flop:  [6♦, J♦, 5♣]",2021-11-13 12:52:24.811,163680794481100,2021-11-13
"Flop:  [10♥, 4♠, 9♦]",2021-11-13 12:53:20.340,163680800034000,2021-11-13
"Flop:  [10♠, 4♥, 3♣]",2021-11-13 12:54:29.732,163680806973200,2021-11-13
"Flop:  [2♦, 9♠, 8♥]",2021-11-13 12:55:14.970,163680811497000,2021-11-13
"Flop:  [7♣, 3♦, 10♥]",2021-11-13 12:56:27.278,163680818727800,2021-11-13
"Flop:  [A♣, 10♦, 9♣]",2021-11-13 12:57:50.961,163680827096100,2021-11-13
"Flop:  [2♣, 4♦, Q♠]",2021-11-13 12:59:15.865,163680835586500,2021-11-13
"Flop:  [4♣, Q♣, 6♥]",2021-11-13 13:00:02.706,163680840270600,2021-11-13
"Flop:  [9♥, J♣, 6♥]",2021-11-13 13:00:49.340,163680844934000,2021-11-13
"Flop:  [3♣, 5♥, 6♥]",2021-11-13 13:02:11.135,163680853113500,2021-11-13
"Flop:  [6♣, J♥, Q♥]",2021-11-13 13:03:09.878,163680858987800,2021-11-13
"Flop:  [K♥, Q♦, 9♠]",2021-11-13 13:03:55.309,163680863530900,2021-11-13
"Flop:  [A♦, 6♠, 3♦]",2021-11-13 13:04:38.354,163680867835400,2021-11-13
"Flop:  [4♥, 10♠, J♦]",2021-11-13 13:05:35.997,163680873599700,2021-11-13
"Flop:  [6♠, 9♠, 7♥]",2021-11-13 13:07:04.295,163680882429500,2021-11-13
"Flop:  [A♥, J♠, Q♣]",2021-11-13 13:07:46.127,163680886612700,2021-11-13
"Flop:  [8♥, A♥, 7♠]",2021-11-13 13:08:38.451,163680891845100,2021-11-13
"Flop:  [10♦, 3♠, 3♦]",2021-11-13 13:09:14.823,163680895482300,2021-11-13
"Flop:  [5♥, 6♣, 4♦]",2021-11-13 13:10:49.512,163680904951200,2021-11-13
"Flop:  [9♣, K♥, Q♣]",2021-11-13 13:11:57.011,163680911701100,2021-11-13
"Flop:  [Q♦, 9♠, 4♠]",2021-11-13 13:13:24.288,163680920428800,2021-11-13
"Flop:  [2♦, 10♠, 9♣]",2021-11-13 13:14:40.390,163680928039000,2021-11-13
"Flop:  [7♥, 5♣, J♦]",2021-11-13 13:17:25.351,163680944535100,2021-11-13
"Flop:  [2♣, Q♦, J♣]",2021-11-13 13:18:59.249,163680953924900,2021-11-13
